sku;INTERNO;name;quantity;price;;;
7900007590777;14405;CAMISETA INF. REG. 116229;0;21,82;;;
7900007504217;21056;CAMISETA INF. REG. 116381;1;21,82;;;
7900072557590;424;CAMISETA INF. REG. 122535;2;30,14;;;
7900072557132;4595;CAMISETA INF. REG. 122547;0;37,69;;;
7900072573316;4072;CAMISETA INF. REG. 122904;1;37,69;;;
7909356506385;6410;CAMISETA INF. REG. 18865;1;40,48;;;
7895857510122;4174;CAMISETA INF. REG. 22925, 29098;1;14,8;;;
7909482409390;6867;CAMISETA INF. REG. 48690;0;18,45;;;
7909482391787;5744;CAMISETA INF. REG. 48754;1;36,16;;;
7909482403466;9418;CAMISETA INF. REG. 48755;0;27,18;;;
7909548659653;9463;CAMISETA INF. REG. 5057;1;20,43;;;
7909619645462;3154;CAMISETA INF. REG. 67460;1;23,6;;;
7909879299733;14407;CAMISETA INF. REG. 69864;0;26,51;;;
7909661202347;11631;CAMISETA INF. REG. 72036;1;12,23;;;
7909706246459;6911;CAMISETA INF. REG. 86766;3;21,03;;;
7909810029405;14413;CAMISETA INF. REG. 87599;0;33,14;;;
7909810037387;14442;CAMISETA INF. REG. 88160;0;23,86;;;
7909810153155;14447;CAMISETA INF. REG. 88207;3;29,22;;;
7909834158044;15830;CAMISETA INF. REG. 95498;1;26,07;;;
7909246350852;6787;CAMISETA INF. REG. LUNENDER 186;9;29,75;;;
7909474859332;11243;CAMISETA INF. REG. LUNENDER 39845;0;23,19;;;
7909474857536;11245;CAMISETA INF. REG. LUNENDER 39846;0;27,17;;;
7909683429166;14690;CAMISETA INF. REG. LUNENDER 41156;1;29,83;;;
7900066589422;23201;CAMISETA INF. REG. LUNENDER 44639;1;38,99;;;
7909683561347;14987;CAMISETA INF. REG. LUNENDER 50487;0;25,38;;;
7909246497366;8277;CAMISETA INF. REG. LUNENDER 742;1;20,19;;;
7909652701033;25613;CAMISETA INF. REG. MARLAN 62885;2;29,81;;;
7909652662846;25599;CAMISETA INF. REG. MARLAN 64983;6;22,8;;;
7899833833144;12705;CAMISETA INF. REG. MOMENTUS 23094;1;20,91;;;
7909913664213;25026;CAMISETA INF. SALLO 80;1;57,7;;;
7909879865051;20585;CAMISETA INF. TERMICA 107833;3;61,64;;;
7909919510408;20589;CAMISETA INF. TERMICA 111551;2;58,01;;;
7909919886015;20590;CAMISETA INF. TERMICA 111553;4;58,01;;;
7909482800036;10076;CAMISETA INF. TERMICA 53669;0;37;;;
7909548439194;10105;CAMISETA INF. TERMICA 57483;0;39,05;;;
7909619535930;13526;CAMISETA INF. TERMICA 69620;1;45,08;;;
7909661835088;13576;CAMISETA INF. TERMICA 77549;1;47,27;;;
7909706528760;19118;CAMISETA INF. TERMICA 83435;2;44,53;;;
7909706577133;14552;CAMISETA INF. TERMICA 86161;1;67,84;;;
7900066518378;23011;CAMISETA INF. TERMICA LUNENDER 45185;4;63,92;;;
7900066521132;23552;CAMISETA INF. TERMICA LUNENDER 45638;12;62,31;;;
7909879128132;10909;CAMISETA JUV. 100454;0;24,94;;;
7909879099401;7855;CAMISETA JUV. 100455;0;26,7;;;
7909879137257;3474;CAMISETA JUV. 100457;0;26,7;;;
7909879294356;9195;CAMISETA JUV. 101383;1;29,23;;;
7909879230002;17546;CAMISETA JUV. 101561;2;53,43;;;
7909879365261;17519;CAMISETA JUV. 101573;1;51,3;;;
7909879396623;17543;CAMISETA JUV. 101574;1;51,3;;;
7909879223738;17542;CAMISETA JUV. 101575;0;53,43;;;
7909879531772;17211;CAMISETA JUV. 101933;3;47,63;;;
7909879949188;10588;CAMISETA JUV. 104655;1;42,87;;;
7900007042832;20597;CAMISETA JUV. 113080;0;31,61;;;
7900007251456;4983;CAMISETA JUV. 113282;2;42,15;;;
7900007590791;14406;CAMISETA JUV. 116229;4;26,21;;;
7900007544343;21037;CAMISETA JUV. 116300;2;32,67;;;
7900007502428;21039;CAMISETA JUV. 116301;3;34,61;;;
7900072633287;23706;CAMISETA JUV. 122024;2;45,1;;;
7900072776748;23691;CAMISETA JUV. 122032;4;67,72;;;
7900072646218;23721;CAMISETA JUV. 122914;1;35,44;;;
7900072604409;23719;CAMISETA JUV. 122916;3;39,94;;;
7900072720765;23842;CAMISETA JUV. 122923;1;52,63;;;
;23728;CAMISETA JUV. 123112;4;49,61;;;
7900072612893;23660;CAMISETA JUV. 124366;1;49,6;;;
7909400774579;6653;CAMISETA JUV. 33978 ;1;37,04;;;
7909482411324;3564;CAMISETA JUV. 48762;1;41,76;;;
7909548408886;5215;CAMISETA JUV. 5053;1;25,98;;;
7909593742669;10572;CAMISETA JUV. 62353;0;20,05;;;
7909263689195;2058;CAMISETA JUV. 635;1;32,98;;;
7909619541917;10911;CAMISETA JUV. 67466;0;35,26;;;
7909482957518;4190;CAMISETA JUV. 6944;2;27,56;;;
7900007668735;10569;CAMISETA JUV. 69856;1;35,25;;;
;12415;CAMISETA JUV. 71030;0;22,57;;;
7909661574161;11649;CAMISETA JUV. 74577;0;30,4;;;
7909661743109;13549;CAMISETA JUV. 74699;0;19,54;;;
7909810923956;3285;CAMISETA JUV. 78462;2;32,16;;;
7909661405458;12422;CAMISETA JUV. 81115;1;25,07;;;
7909744399032;18790;CAMISETA JUV. 86764;4;36,79;;;
7909706170051;14412;CAMISETA JUV. 86765;7;31,89;;;
7909810109466;16618;CAMISETA JUV. 87614;0;27,45;;;
7909810199108;14419;CAMISETA JUV. 87716;0;46,04;;;
7909744853862;14444;CAMISETA JUV. 88161;0;36,11;;;
7909810174372;14456;CAMISETA JUV. 88254;1;56,02;;;
7909810257983;14457;CAMISETA JUV. 88256 ;1;56,02;;;
7909810050393;16624;CAMISETA JUV. 89324;2;33,42;;;
7909810932439;18179;CAMISETA JUV. 91867;1;37,11;;;
7909834308074;15832;CAMISETA JUV. 95500;2;41,17;;;
7909834284194;15785;CAMISETA JUV. 95501;2;46,71;;;
7909834349466;15791;CAMISETA JUV. 95568;0;42,56;;;
7909810141671;9441;CAMISETA JUV. 96274;0;22;;;
7909462672769;4272;CAMISETA JUV. ELIAN 24902;0;48,1;;;
7909462650125;3898;CAMISETA JUV. ELIAN 26579;0;44,44;;;
7909462650996;1412;CAMISETA JUV. ELIAN 26584;0;40,99;;;
7909358398803;9439;CAMISETA JUV. ELIAN 415;1;27,84;;;
7892888074111;3925;CAMISETA JUV. ELITE 125796;0;48,59;;;
7892888721763;16658;CAMISETA JUV. ELITE 135296;0;67,47;;;
7892888883027;24319;CAMISETA JUV. ELITE 135515;-1;66,06;;;
7909235336102;4991;CAMISETA JUV. FATAL 12178;0;23,33;;;
7909088765357;2119;CAMISETA JUV. FATAL F0005 3293 4326;2;20,23;;;
7909357938864;13256;CAMISETA JUV. LECIMAR 0674;2;38,4;;;
7909474332156;5745;CAMISETA JUV. LUNENDER 179;24;34,38;;;
7909246099157;6895;CAMISETA JUV. LUNENDER 185;1;22,71;;;
7909474323918;14945;CAMISETA JUV. LUNENDER 210;1;32,05;;;
7909474889209;14949;CAMISETA JUV. LUNENDER 259;5;44,52;;;
7909878966728;23159;CAMISETA JUV. LUNENDER 268;1;57,32;;;
7909878911346;19491;CAMISETA JUV. LUNENDER 35955;4;54,67;;;
7909474320214;9292;CAMISETA JUV. LUNENDER 38274;0;35,47;;;
7909474948708;5629;CAMISETA JUV. LUNENDER 38356;1;42,29;;;
7909474950077;3480;CAMISETA JUV. LUNENDER 38358;1;44,77;;;
7900066610553;23061;CAMISETA JUV. LUNENDER 38579;3;56,24;;;
7909474856966;1391;CAMISETA JUV. LUNENDER 39833;0;41,03;;;
7909683429319;14692;CAMISETA JUV. LUNENDER 41158;1;34,27;;;
7900066613141;23185;CAMISETA JUV. LUNENDER 43798;1;60,75;;;
7900066613639;23248;CAMISETA JUV. LUNENDER 44643;1;67,73;;;
7909878419385;20015;CAMISETA JUV. LUNENDER 45929;1;47,43;;;
7909878495938;19886;CAMISETA JUV. LUNENDER 45930;0;47,43;;;
7900066610997;23025;CAMISETA JUV. LUNENDER 48456;3;57,4;;;
7900066611222;23065;CAMISETA JUV. LUNENDER 48458;4;58,49;;;
7900066610225;23148;CAMISETA JUV. LUNENDER 48461;3;56,24;;;
7900066610454;23101;CAMISETA JUV. LUNENDER 48571;5;61,52;;;
7909878623782;19525;CAMISETA JUV. LUNENDER 48966;1;54,39;;;
7909878623881;19534;CAMISETA JUV. LUNENDER 48967;1;49,74;;;
7909878580436;19527;CAMISETA JUV. LUNENDER 48969;2;49,74;;;
7909683560432;14983;CAMISETA JUV. LUNENDER 50482;0;46,47;;;
7909683627265;14985;CAMISETA JUV. LUNENDER 50484;0;43,13;;;
7900066040466;649;CAMISETA JUV. LUNENDER 66568;1;78,15;;;
7909246947762;6883;CAMISETA JUV. LUNENDER 68217, 73468;1;44,91;;;
7909246895513;8413;CAMISETA JUV. LUNENDER 68266;0;38,55;;;
7909246895360;8414;CAMISETA JUV. LUNENDER 68267;2;42,31;;;
7909474792790;8909;CAMISETA JUV. LUNENDER 68431;0;49,5;;;
7900066989369;24711;CAMISETA JUV. LUNENDER 68990;2;56,24;;;
7909474531962;11778;CAMISETA JUV. LUNENDER 70157;1;34,88;;;
7909474582001;12889;CAMISETA JUV. LUNENDER 70213;1;33,16;;;
7909022887855;16024;CAMISETA JUV. LUNENDER 70670;14;51,56;;;
7909683650249;16025;CAMISETA JUV. LUNENDER 71098;0;51,62;;;
7909683650331;16021;CAMISETA JUV. LUNENDER 71099;1;45,46;;;
7909683650447;16020;CAMISETA JUV. LUNENDER 71100;0;51,62;;;
7909683741411;190;CAMISETA JUV. LUNENDER 71239;0;41,77;;;
7909878345363;17743;CAMISETA JUV. LUNENDER 71394;0;57,78;;;
7909878762177;11514;CAMISETA JUV. LUNENDER 71649;3;60,1;;;
7909878451880;19832;CAMISETA JUV. LUNENDER 71914;3;57,83;;;
7909878502049;20418;CAMISETA JUV. LUNENDER 71915;2;57,83;;;
7909878571427;20234;CAMISETA JUV. LUNENDER 71917;6;65,08;;;
7900066180520;21478;CAMISETA JUV. LUNENDER 72057;7;65,08;;;
7900066189172;21483;CAMISETA JUV. LUNENDER 72059;1;57,83;;;
7900066180919;21489;CAMISETA JUV. LUNENDER 72060;3;57,83;;;
7900066395672;23261;CAMISETA JUV. LUNENDER 72169;1;60,71;;;
7900066430205;22905;CAMISETA JUV. LUNENDER 72176;3;60,71;;;
7900066458513;22904;CAMISETA JUV. LUNENDER 72183;1;69,41;;;
7900066458643;22903;CAMISETA JUV. LUNENDER 72185;3;83,9;;;
7909246359848;3995;CAMISETA JUV. LUNENDER 73232;1;33,19;;;
7909246487060;12979;CAMISETA JUV. LUNENDER 73525;0;31,94;;;
7909352691221;2919;CAMISETA JUV. LUNENDER 73761;1;44,8;;;
7909352691726;487;CAMISETA JUV. LUNENDER 73769;1;42,64;;;
;11269;CAMISETA JUV. LUNENDER 740;1;26,42;;;
7899833946172;15475;CAMISETA JUV. M/M MOMENTUS 31390;1;24,15;;;
7899833968525;15477;CAMISETA JUV. M/M MOMENTUS 31438;2;24,15;;;
7909652688464;5261;CAMISETA JUV. MARLAN 65136;7;45,6;;;
7909652671381;25551;CAMISETA JUV. MARLAN 65178;2;47,37;;;
7909652609759;25567;CAMISETA JUV. MARLAN 99163;8;33,33;;;
7909879127913;2495;CAMISETA JUV. ML. 100456;0;26,7;;;
7900007831023;20973;CAMISETA JUV. ML. 116758;3;42,24;;;
7900007670738;20975;CAMISETA JUV. ML. 116759;3;44,82;;;
7900007789508;20977;CAMISETA JUV. ML. 116761;2;70,39;;;
7900007630749;21009;CAMISETA JUV. ML. 116929;3;63,95;;;
7900007761580;9440;CAMISETA JUV. ML. 116931;4;48,68;;;
7900007499209;21016;CAMISETA JUV. ML. 119526;2;32,03;;;
7895857076932;3482;CAMISETA JUV. ML. 21594, 28166, 28255;2;25,79;;;
7899614887656;4588;CAMISETA JUV. ML. 24842, 40441;0;32,49;;;
7909356797837;335;CAMISETA JUV. ML. 25716;1;32,49;;;
7895857378074;5190;CAMISETA JUV. ML. 28167, 6943, 25099;2;21,18;;;
7891612349761;5193;CAMISETA JUV. ML. 28254, 30021;0;35,3;;;
7909442072589;8833;CAMISETA JUV. ML. 40274;5;27,36;;;
7909548287221;10562;CAMISETA JUV. ML. 51800;1;28,06;;;
7909218497417;2013;CAMISETA JUV. ML. 5597;2;43,79;;;
7909593221782;10540;CAMISETA JUV. ML. 59765;0;44,26;;;
7909548388225;8262;CAMISETA JUV. ML. 60637;2;37,73;;;
7909548495763;5090;CAMISETA JUV. ML. 60638;0;53,99;;;
7909206922808;698;CAMISETA JUV. ML. 6564;1;32,84;;;
7909206930421;1097;CAMISETA JUV. ML. 6635;0;31,89;;;
7909482957716;2343;CAMISETA JUV. ML. 6945;2;17,55;;;
7909206937093;3791;CAMISETA JUV. ML. 6957;1;21,88;;;
7909706192572;13589;CAMISETA JUV. ML. 78488;1;48,91;;;
7909810728315;15701;CAMISETA JUV. ML. 84319;4;34,38;;;
7909810813561;15742;CAMISETA JUV. ML. 91573;1;57,67;;;
7909810915913;15749;CAMISETA JUV. ML. 91645;2;50,85;;;
7892888510138;24288;CAMISETA JUV. ML. ELITE TERMICA 25830;12;85,61;;;
7909683356530;22041;CAMISETA JUV. ML. LUNENDER 214;9;44,17;;;
7900066814500;12823;CAMISETA JUV. ML. LUNENDER 485;3;37,58;;;
7909683100492;12850;CAMISETA JUV. ML. LUNENDER 62585;0;47,58;;;
7909246806960;3057;CAMISETA JUV. ML. LUNENDER 63511, 720;4;23,03;;;
7892530810135;1273;CAMISETA JUV. ML. LUNENDER 64143;1;33,24;;;
7900066928221;24671;CAMISETA JUV. ML. LUNENDER 65826;3;90,05;;;
7900066902290;24736;CAMISETA JUV. ML. LUNENDER 65827;2;75,4;;;
7900066046093;21521;CAMISETA JUV. ML. LUNENDER 66547;1;62,26;;;
7900066045133;21587;CAMISETA JUV. ML. LUNENDER 66564;3;68,53;;;
7909246960952;4902;CAMISETA JUV. ML. LUNENDER 68149/62968;2;34,45;;;
7909246911756;2326;CAMISETA JUV. ML. LUNENDER 68152, 73472;1;51,15;;;
7909246862140;6578;CAMISETA JUV. ML. LUNENDER 68221, 73471;1;51,86;;;
7909246186529;5769;CAMISETA JUV. ML. LUNENDER 68230;4;36,9;;;
7900066214379;21617;CAMISETA JUV. ML. LUNENDER 68648;2;65,98;;;
7909246807059;5643;CAMISETA JUV. ML. LUNENDER 68701, 721;5;29,7;;;
7909022262287;3628;CAMISETA JUV. ML. LUNENDER 68712;1;33,76;;;
7909683089193;12944;CAMISETA JUV. ML. LUNENDER 68823;2;65,14;;;
7909683092889;12945;CAMISETA JUV. ML. LUNENDER 68826;3;62,62;;;
7900066184535;21579;CAMISETA JUV. ML. LUNENDER 68974;2;60,19;;;
7900066190383;21486;CAMISETA JUV. ML. LUNENDER 72055;7;65,08;;;
7899833832444;12708;CAMISETA JUV. ML. MOMENTUS 31296;3;29,48;;;
7891290805917;10810;CAMISETA JUV. ML. SELENE TERMICA 24010;14;43,11;;;
7909744198192;14467;CAMISETA JUV. ML. TERMICA 88404;2;73,14;;;
7899833760556;9444;CAMISETA JUV. MOMENTUS 31179;0;18,68;;;
7899833760150;2921;CAMISETA JUV. MOMENTUS 31180;2;18,68;;;
7899833828041;12707;CAMISETA JUV. MOMENTUS 31244;0;24,23;;;
7899833759659;10517;CAMISETA JUV. MOMENTUS 32180;0;19;;;
7899833762710;10518;CAMISETA JUV. MOMENTUS 33105;0;17,22;;;
7899833751547;10133;CAMISETA JUV. MOMENTUS 38233;0;25,75;;;
7909879430433;18172;CAMISETA JUV. NEW T-SHIRT 1549;2;32,16;;;
7909879295780;17552;CAMISETA JUV. REG. 100440;0;37,28;;;
7909879326538;17522;CAMISETA JUV. REG. 101724;2;42,1;;;
7900072557620;1305;CAMISETA JUV. REG. 122535;1;37,69;;;
7900072573071;5211;CAMISETA JUV. REG. 122904;1;45,1;;;
7900072582363;6920;CAMISETA JUV. REG. 122905;0;52,63;;;
7909356378685;8810;CAMISETA JUV. REG. 19407;0;30,55;;;
7890819768061;5004;CAMISETA JUV. REG. 27359;0;25,48;;;
7895857125937;75;CAMISETA JUV. REG. 28470;0;13,88;;;
7909400454181;5035;CAMISETA JUV. REG. 29060;1;14,44;;;
7895857379705;4070;CAMISETA JUV. REG. 32970, 41600;1;28,28;;;
7899608073089;6407;CAMISETA JUV. REG. 38020, 42318;3;30,46;;;
7909442595576;5383;CAMISETA JUV. REG. 41932;1;32,37;;;
7909206189003;6408;CAMISETA JUV. REG. 46571;0;30,68;;;
7909619645264;6925;CAMISETA JUV. REG. 67460;0;29,01;;;
7909810112220;14408;CAMISETA JUV. REG. 69864;1;32,68;;;
7909661202279;11632;CAMISETA JUV. REG. 72036;0;24,88;;;
7909706246589;5002;CAMISETA JUV. REG. 86766;5;25,1;;;
7909810029375;14414;CAMISETA JUV. REG. 87599;0;36,11;;;
7909810037554;14443;CAMISETA JUV. REG. 88160;2;32,27;;;
7909810153117;14448;CAMISETA JUV. REG. 88207;0;36,87;;;
7909744905318;14455;CAMISETA JUV. REG. 88250;1;39,94;;;
7909834157993;15831;CAMISETA JUV. REG. 95498;1;32,98;;;
7909235349577;1309;CAMISETA JUV. REG. FATAL 12200 12201;1;20,23;;;
7909357367411;13255;CAMISETA JUV. REG. LECIMAR 0668;0;31,84;;;
7909246751031;4073;CAMISETA JUV. REG. LUNENDER 184, 44268 ;1;19,53;;;
7909352438512;14942;CAMISETA JUV. REG. LUNENDER 186;3;34,37;;;
7909474461627;6577;CAMISETA JUV. REG. LUNENDER 33261;2;25,39;;;
7892530934763;5545;CAMISETA JUV. REG. LUNENDER 34173;0;21,84;;;
7909132001332;5829;CAMISETA JUV. REG. LUNENDER 38093;1;23,59;;;
7909246629316;3883;CAMISETA JUV. REG. LUNENDER 38183;2;32,15;;;
7909474870856;11244;CAMISETA JUV. REG. LUNENDER 39846;0;27,17;;;
7909022121836;339;CAMISETA JUV. REG. LUNENDER 48121;1;25,06;;;
7892530624992;2923;CAMISETA JUV. REG. LUNENDER 48189;0;32,43;;;
7900066622143;23028;CAMISETA JUV. REG. LUNENDER 48445;4;57,76;;;
7909683561392;14988;CAMISETA JUV. REG. LUNENDER 50487;0;29,83;;;
7900066395573;5526;CAMISETA JUV. REG. LUNENDER 72188;3;53,47;;;
7909246487466;6569;CAMISETA JUV. REG. LUNENDER 73527;0;29,89;;;
7909352134827;2354;CAMISETA JUV. REG. LUNENDER 73587;0;27,05;;;
7909352134964;4929;CAMISETA JUV. REG. LUNENDER 73588;0;26,19;;;
7909352691467;2123;CAMISETA JUV. REG. LUNENDER 73766;1;32,91;;;
7909352730142;4620;CAMISETA JUV. REG. LUNENDER 742;5;22,59;;;
7909652662884;25600;CAMISETA JUV. REG. MARLAN 64983;7;28,06;;;
SEM GTIN;3636;CAMISETA JUV. REG. RECHSUL;0;5,45;;;
7909913664374;25025;CAMISETA JUV. SALLO 80;2;57,7;;;
7909919877785;20591;CAMISETA JUV. TERMICA 111553;1;63,25;;;
7909548439248;10106;CAMISETA JUV. TERMICA 57483;3;47,6;;;
7909706577089;14553;CAMISETA JUV. TERMICA 69712;1;72,05;;;
7909661835675;13577;CAMISETA JUV. TERMICA 77549;1;48,91;;;
7909706528739;19119;CAMISETA JUV. TERMICA 83435;1;49,36;;;
7900066518385;23012;CAMISETA JUV. TERMICA LUNENDER 45185;1;75,35;;;
7900066521125;23553;CAMISETA JUV. TERMICA LUNENDER 45638;15;73,74;;;
7909474879873;12962;CAMISETA LUNENDER 0299;0;70,7;;;
7909246698954;160;CAMISETA LUNENDER 0706;3;27,23;;;
7892530521406;5759;CAMISETA LUNENDER 10010, 35084, 1101A;1;25,14;;;
7900066525741;23257;CAMISETA LUNENDER 1136;2;80,34;;;
7909246510386;5392;CAMISETA LUNENDER 38165, 73596;0;42,03;;;
7909246546453;6493;CAMISETA LUNENDER 46700, 48197, 73351;1;41,94;;;
7900066580498;23230;CAMISETA LUNENDER 48613;1;65,85;;;
7900066563712;23226;CAMISETA LUNENDER 48614;2;65,85;;;
7900066563606;22788;CAMISETA LUNENDER 48615;0;65,85;;;
7892530081696;15846;CAMISETA LUNENDER 48623;2;65,87;;;
7900066765987;22795;CAMISETA LUNENDER 48685;3;77,84;;;
7900066790521;22797;CAMISETA LUNENDER 48689;1;65,85;;;
7900066603821;22796;CAMISETA LUNENDER 48690;1;71,85;;;
7900066580139;22798;CAMISETA LUNENDER 48694;0;71,85;;;
7900066720887;22799;CAMISETA LUNENDER 48699;1;65,85;;;
7909683418368;13997;CAMISETA LUNENDER 48761;1;56,38;;;
7900066844453;13998;CAMISETA LUNENDER 48768;2;125,06;;;
;13999;CAMISETA LUNENDER 48770;1;61,1;;;
7909878215260;17137;CAMISETA LUNENDER 48876;0;71,76;;;
7909878578730;19614;CAMISETA LUNENDER 48934;1;59,87;;;
7909683522294;14648;CAMISETA LUNENDER 503;0;57,65;;;
7909683150107;12965;CAMISETA LUNENDER 510;0;60,23;;;
7909683719410;15993;CAMISETA LUNENDER 592;0;65,25;;;
7909683719342;15994;CAMISETA LUNENDER 593;0;65,25;;;
7909246166798;2916;CAMISETA LUNENDER 68206;1;37,86;;;
7909878758347;2367;CAMISETA LUNENDER 68576;1;67,2;;;
7909878854025;2744;CAMISETA LUNENDER 68578;0;67,2;;;
7909878870261;3067;CAMISETA LUNENDER 68579;1;70,62;;;
7909878870414;4069;CAMISETA LUNENDER 68580;0;77,46;;;
7900066093554;4980;CAMISETA LUNENDER 68604;1;57,86;;;
7900066093639;11533;CAMISETA LUNENDER 68605;1;57,86;;;
7900066201485;11534;CAMISETA LUNENDER 68606;1;57,86;;;
7900066099082;20755;CAMISETA LUNENDER 68607;2;57,86;;;
7909683094562;12676;CAMISETA LUNENDER 68854, 68856;1;57,62;;;
7909683091820;12678;CAMISETA LUNENDER 68857;1;60,11;;;
7909683090991;12679;CAMISETA LUNENDER 68858;1;60,47;;;
7909683083016;12680;CAMISETA LUNENDER 68859;0;50,07;;;
7909683780540;15882;CAMISETA LUNENDER 68950;0;66,29;;;
7909683780625;15886;CAMISETA LUNENDER 68952;2;63,88;;;
7909683780854;15883;CAMISETA LUNENDER 68954;1;68,7;;;
7909683773863;15885;CAMISETA LUNENDER 68955;0;68,7;;;
7909474264952;11511;CAMISETA LUNENDER 70055;1;46,97;;;
7909474847971;12892;CAMISETA LUNENDER 70305;0;44,69;;;
7909474924801;11774;CAMISETA LUNENDER 70599;0;44,82;;;
7909474924207;11515;CAMISETA LUNENDER 70601;0;37,56;;;
7909474924559;11781;CAMISETA LUNENDER 70613;0;39,82;;;
7909474951739;11516;CAMISETA LUNENDER 70619;0;56,4;;;
7909474992152;11522;CAMISETA LUNENDER 70660;1;49,33;;;
7909474991995;11523;CAMISETA LUNENDER 70661;0;49,33;;;
7909683154990;12914;CAMISETA LUNENDER 70811;0;44,7;;;
7909683164623;12915;CAMISETA LUNENDER 70814;0;51,1;;;
7909683161516;12916;CAMISETA LUNENDER 70815;0;49,83;;;
7909683162261;12917;CAMISETA LUNENDER 70820;1;44,7;;;
7909683162377;12978;CAMISETA LUNENDER 70821;0;54,84;;;
7909683162858;12918;CAMISETA LUNENDER 70824;0;44,7;;;
7909683332442;13760;CAMISETA LUNENDER 70913;0;50,24;;;
7909683348191;13761;CAMISETA LUNENDER 70914;0;49,06;;;
7909683338666;13762;CAMISETA LUNENDER 70923;0;43,21;;;
7909683338864;13763;CAMISETA LUNENDER 70924;0;43,21;;;
7909683340416;13764;CAMISETA LUNENDER 70937;0;49,06;;;
7909683331568;16966;CAMISETA LUNENDER 70976;31;73,92;;;
7909683481096;13856;CAMISETA LUNENDER 71032;1;52,86;;;
7909683485261;13937;CAMISETA LUNENDER 71049;0;49,16;;;
7909683480853;13938;CAMISETA LUNENDER 71051;0;55,32;;;
7909683492016;13939;CAMISETA LUNENDER 71052;0;49,16;;;
7909683485636;13940;CAMISETA LUNENDER 71057;0;55,32;;;
7909683653127;16029;CAMISETA LUNENDER 71131;1;61,48;;;
7909683653455;16011;CAMISETA LUNENDER 71133;2;65,17;;;
7909683737018;16013;CAMISETA LUNENDER 71196;0;57,78;;;
7909683702948;16018;CAMISETA LUNENDER 71197;1;55,32;;;
7909683737865;5732;CAMISETA LUNENDER 71203;0;55,32;;;
7909683740810;16014;CAMISETA LUNENDER 71234;1;55,32;;;
7909878313898;17598;CAMISETA LUNENDER 71425;1;63,94;;;
7909878314543;17599;CAMISETA LUNENDER 71432;0;71,33;;;
7909878314802;17600;CAMISETA LUNENDER 71436;0;77,49;;;
7909878334381;3485;CAMISETA LUNENDER 71443;0;63,94;;;
7909878341594;17601;CAMISETA LUNENDER 71444;0;93,51;;;
7909878324702;17593;CAMISETA LUNENDER 71447;0;77,49;;;
7909878370563;17610;CAMISETA LUNENDER 71449;0;83,65;;;
7909878277541;17602;CAMISETA LUNENDER 71456;0;63,94;;;
7909878327666;17611;CAMISETA LUNENDER 71457;0;77,49;;;
7909878367631;17612;CAMISETA LUNENDER 71459;0;63,94;;;
7909878327093;17745;CAMISETA LUNENDER 71464;1;77,49;;;
7909878369611;17603;CAMISETA LUNENDER 71470;2;57,78;;;
7909878369758;17605;CAMISETA LUNENDER 71486;0;83,65;;;
7909878366214;17615;CAMISETA LUNENDER 71487;0;83,65;;;
7909878809124;2804;CAMISETA LUNENDER 71582;1;71,33;;;
7909878763341;3486;CAMISETA LUNENDER 71584;0;68,87;;;
7909878786203;3626;CAMISETA LUNENDER 71585;0;68,87;;;
7909878785763;3484;CAMISETA LUNENDER 71586;1;68,87;;;
7909878796684;5389;CAMISETA LUNENDER 71590;0;81,19;;;
7909878762849;3852;CAMISETA LUNENDER 71592;0;98,44;;;
7909878759924;3378;CAMISETA LUNENDER 71593;0;123,08;;;
7909878786708;12677;CAMISETA LUNENDER 71607;0;68,87;;;
7909878759696;2758;CAMISETA LUNENDER 71650;4;72,42;;;
7909878761309;18691;CAMISETA LUNENDER 71681;1;84,89;;;
7909878761316;5642;CAMISETA LUNENDER 71687;1;86,11;;;
7909878047816;21119;CAMISETA LUNENDER 71702;0;78,14;;;
7909878077646;21120;CAMISETA LUNENDER 71717;3;104,23;;;
7909878238184;19871;CAMISETA LUNENDER 71823;0;78,14;;;
7909878552471;20226;CAMISETA LUNENDER 71830;1;83,36;;;
7909878570062;20438;CAMISETA LUNENDER 71831;1;70,31;;;
7909878573964;20001;CAMISETA LUNENDER 71834;1;70,31;;;
7909878293459;20230;CAMISETA LUNENDER 71835;1;70,31;;;
7909878412836;20299;CAMISETA LUNENDER 71839;2;70,31;;;
7909878410375;20232;CAMISETA LUNENDER 71841;0;70,31;;;
7909878402721;20003;CAMISETA LUNENDER 71842;2;70,31;;;
7909878405449;20228;CAMISETA LUNENDER 71847;1;70,31;;;
7909878410610;20004;CAMISETA LUNENDER 71854;5;65,1;;;
7909878533784;20435;CAMISETA LUNENDER 71893;3;84,67;;;
7909878553737;19874;CAMISETA LUNENDER 71894;2;91,19;;;
7909878500564;20434;CAMISETA LUNENDER 71897;3;99,02;;;
7900066077455;21857;CAMISETA LUNENDER 71969;0;71,62;;;
7900066196569;21457;CAMISETA LUNENDER 71983;0;97,71;;;
7900066130235;21463;CAMISETA LUNENDER 72032;1;71,62;;;
7900066131904;21462;CAMISETA LUNENDER 72033;1;71,62;;;
7900066183149;21464;CAMISETA LUNENDER 72062;4;84,67;;;
7900066130501;22033;CAMISETA LUNENDER 72081;3;84,67;;;
7900066661036;23193;CAMISETA LUNENDER 72213;1;97,68;;;
7900066649515;23273;CAMISETA LUNENDER 72223;1;88,55;;;
7900066653376;23189;CAMISETA LUNENDER 72226;2;82,03;;;
7900066662552;23285;CAMISETA LUNENDER 72227;3;91,16;;;
